Frame,Time,Traffic Signal Status,Tracker ID,Class,Jaywalking,Center(x),Center(y),GPS(lat),GPS(lon),Marker
31,1652373036.7563834,green,5,car,NA,3,285,38.90324069753211,-77.02610760858613,3
31,1652373036.76536,green,11,car,NA,157,373,38.90352937038846,-77.02584668470877,1
32,1652373037.532837,green,1,car,NA,311,385,38.903571353273506,-77.02584490408141,1
32,1652373037.5338354,green,3,person,NA,582,387,38.903636768192776,-77.02585734904112,1
32,1652373037.5368268,green,5,car,NA,3,285,38.90324069753211,-77.02610760858613,3
32,1652373037.5398192,green,11,car,NA,133,381,38.90352651730847,-77.0258386378262,1
33,1652373038.3162572,green,1,car,NA,310,381,38.90357084164283,-77.02584818090097,1
33,1652373038.3182533,green,3,person,NA,581,387,38.90363652624107,-77.02585729702804,1
33,1652373038.3212428,green,5,car,NA,3,285,38.90324069753211,-77.02610760858613,3
33,1652373038.324236,green,11,car,NA,109,387,38.90352317176665,-77.0258329288778,1
34,1652373039.1066585,green,1,car,NA,308,377,38.90357003770862,-77.02585161354608,1
34,1652373039.1076593,green,3,person,NA,581,386,38.903636956331624,-77.0258581955828,1
34,1652373039.1106508,green,5,car,NA,3,285,38.90324069753211,-77.02610760858613,3
34,1652373039.1156378,green,11,car,NA,81,393,38.90351920277309,-77.02582751675241,1
35,1652373039.9140215,green,1,car,NA,306,375,38.903569352469134,-77.0258533575274,1
35,1652373039.9160166,green,3,person,NA,581,384,38.90363783633419,-77.0258600341037,1
35,1652373039.9200096,green,5,car,NA,3,285,38.90324069753211,-77.02610760858613,3
35,1652373039.9229994,green,11,car,NA,60,402,38.903518349964656,-77.02582118555345,1
36,1652373040.701955,green,1,car,NA,303,371,38.90356818470999,-77.02585708162219,1
36,1652373040.701955,green,3,person,NA,581,380,38.90363968002317,-77.02586388597967,1
36,1652373040.7049387,green,5,car,NA,4,285,38.903241666336285,-77.0261078386244,3
36,1652373040.711918,green,11,car,NA,43,409,38.90351761852848,-77.0258167386006,1
37,1652373041.4809313,green,1,car,NA,299,368,38.90356676647517,-77.02585993905889,1
37,1652373041.4819295,green,3,person,NA,580,383,38.90363803708931,-77.02586092102925,1
37,1652373041.4849188,green,5,car,NA,5,285,38.903242635266295,-77.02610806869254,3
37,1652373041.488911,green,11,car,NA,28,412,38.90351577695403,-77.0258146219363,1
38,1652373042.268365,green,1,car,NA,295,365,38.90356527233506,-77.02586294942844,1
38,1652373042.2693615,green,3,person,NA,580,379,38.903639901888546,-77.02586483194648,1
38,1652373042.2713563,green,5,car,NA,5,285,38.903242635266295,-77.02610806869254,3
38,1652373042.2753444,green,11,car,NA,13,417,38.90351480310465,-77.02581168316105,1
39,1652373043.0353792,green,1,car,NA,292,363,38.903564133638206,-77.02586502639669,1
39,1652373043.0353792,green,3,person,NA,580,377,38.90364087970031,-77.02586688264489,1
39,1652373043.0373762,green,5,car,NA,5,285,38.903242635266295,-77.02610806869254,3
40,1652373043.797358,green,1,car,NA,286,360,38.90356189552215,-77.0258681896223,0
40,1652373043.797358,green,3,person,NA,580,376,38.90364138060959,-77.02586793316803,0
40,1652373043.7993534,green,5,car,NA,6,285,38.90324360432206,-77.02610829879053,3
41,1652373044.5423658,green,1,car,NA,281,359,38.90356021232378,-77.02586908661371,0
41,1652373044.5433645,green,3,person,NA,580,375,38.90364188978529,-77.02586900102774,0
41,1652373044.5453587,green,5,car,NA,5,285,38.903242635266295,-77.02610806869254,3
42,1652373045.262511,green,1,car,NA,276,357,38.90355829340994,-77.02587126685533,0
42,1652373045.262511,green,3,person,NA,579,375,38.90364162379626,-77.02586894366418,0
42,1652373045.2655046,green,5,car,NA,5,285,38.903242635266295,-77.02610806869254,3
43,1652373045.9766004,green,1,car,NA,269,354,38.903555432005454,-77.02587473303826,0
43,1652373045.9775999,green,3,person,NA,579,375,38.90364162379626,-77.02586894366418,0
43,1652373045.979594,green,5,car,NA,5,285,38.903242635266295,-77.02610806869254,3
44,1652373046.6667936,green,1,car,NA,262,349,38.9035518269329,-77.02588132937824,0
44,1652373046.66779,green,3,person,NA,579,374,38.90364213922261,-77.02587002879687,0
44,1652373046.6697814,green,5,car,NA,5,285,38.903242635266295,-77.02610806869254,3
45,1652373047.369912,green,1,car,NA,255,347,38.903548844048295,-77.02588385163534,0
45,1652373047.370911,green,3,person,NA,577,374,38.90364160282858,-77.0258699130833,0
45,1652373047.372906,green,5,car,NA,6,285,38.90324360432206,-77.02610829879053,3
46,1652373048.1155329,green,1,car,NA,248,345,38.90354573227367,-77.02588648287879,0
46,1652373048.1165316,green,3,person,NA,577,368,38.90364485665512,-77.0258768166527,0
46,1652373048.118526,green,5,car,NA,8,285,38.90324554281114,-77.0261087590763,3
47,1652373048.8715365,green,1,car,NA,241,342,38.90354206476143,-77.02589092554636,0
47,1652373048.8725355,green,3,person,NA,576,364,38.903646930093885,-77.02588177334738,0
47,1652373048.8745291,green,5,car,NA,7,284,38.90323390050489,-77.02612031388149,3
48,1652373049.620536,green,1,car,NA,232,340,38.903537883480304,-77.02589370766799,3
48,1652373049.621533,green,3,person,NA,576,362,38.90364817329688,-77.02588442132823,3
48,1652373049.6235282,green,5,car,NA,6,284,38.903232901171634,-77.0261200756349,3
49,1652373050.3570397,green,1,car,NA,225,338,38.903534260845476,-77.02589678462704,3
49,1652373050.3580365,green,3,person,NA,576,361,38.9036488122939,-77.0258857823705,3
49,1652373050.3600304,green,5,car,NA,6,283,38.90322149384386,-77.02613262729682,3
50,1652373051.1150446,green,1,car,NA,217,336,38.90353007904038,-77.02589992427299,3
50,1652373051.1160412,green,3,person,NA,576,361,38.9036488122939,-77.0258857823705,3
50,1652373051.1180356,green,5,car,NA,7,283,38.903222525263914,-77.02613287424978,3
51,1652373051.873533,green,1,car,NA,210,335,38.90352674121877,-77.02590129412624,3
51,1652373051.873533,green,3,person,NA,575,360,38.90364915963852,-77.02588710322364,3
51,1652373051.8765254,green,5,car,NA,7,284,38.90323390050489,-77.02612031388149,3
52,1652373052.6440587,green,1,car,NA,201,333,38.90352181791756,-77.0259045742463,3
52,1652373052.6450555,green,3,person,NA,574,359,38.90364951357246,-77.02588844913414,3
52,1652373052.6470501,green,5,car,NA,7,284,38.90323390050489,-77.02612031388149,3
53,1652373053.3956175,green,1,car,NA,193,331,38.903517054431774,-77.02590811114409,3
53,1652373053.3956175,green,3,person,NA,574,358,38.90365018380217,-77.02588988795837,3
53,1652373053.3986118,green,5,car,NA,8,284,38.903234899972105,-77.02612055215988,3
54,1652373054.1591656,green,1,car,NA,184,328,38.903510714942534,-77.02591404881852,3
54,1652373054.1591656,green,3,person,NA,572,359,38.90364890046137,-77.02588831619786,3
54,1652373054.1611583,green,5,car,NA,7,284,38.90323390050489,-77.02612031388149,3
55,1652373054.9151816,green,1,car,NA,176,326,38.90350532624697,-77.025918083348,3
55,1652373054.9161763,green,3,person,NA,572,358,38.90364956478052,-77.02588975368833,3
55,1652373054.9181721,green,4,car,NA,483,245,38.90306528071875,-77.0239759286159,0
55,1652373054.9211638,green,5,car,NA,7,284,38.90323390050489,-77.02612031388149,3
56,1652373055.667172,green,1,car,NA,167,324,38.90349918732913,-77.02592224366505,3
56,1652373055.6681695,green,4,car,NA,482,245,38.90306888718321,-77.02397627391699,0
56,1652373055.6691656,green,5,car,NA,7,284,38.90323390050489,-77.02612031388149,3
57,1652373056.4251711,green,1,car,NA,159,322,38.903493158431765,-77.02592674500065,3
57,1652373056.4261713,green,4,car,NA,482,245,38.90306888718321,-77.02397627391699,0
57,1652373056.4271686,green,5,car,NA,7,283,38.903222525263914,-77.02613287424978,3
58,1652373057.1803713,green,1,car,NA,150,320,38.903486297543054,-77.02593140686437,3
58,1652373057.1813686,green,4,car,NA,482,245,38.90306888718321,-77.02397627391699,0
58,1652373057.1843612,green,5,car,NA,7,284,38.90323390050489,-77.02612031388149,3
59,1652373057.9369664,green,1,car,NA,140,319,38.9034800591515,-77.0259332529162,3
59,1652373057.9369664,green,4,car,NA,483,244,38.90311883937918,-77.02415944992231,0
59,1652373057.9399605,green,5,car,NA,7,284,38.90323390050489,-77.02612031388149,3
60,1652373058.7079067,green,1,car,NA,131,317,38.903472476998644,-77.02593833095632,3
60,1652373058.7089028,green,3,person,NA,569,358,38.90364863634173,-77.02588955230355,3
60,1652373058.7108967,green,4,car,NA,483,245,38.90306528071875,-77.0239759286159,0
60,1652373058.7108967,green,5,car,NA,7,284,38.90323390050489,-77.02612031388149,3
61,1652373059.4579358,green,1,car,NA,123,317,38.90346850151169,-77.02593744582961,3
61,1652373059.4579358,green,3,person,NA,569,358,38.90364863634173,-77.02588955230355,3
61,1652373059.460924,green,4,car,NA,483,245,38.90306528071875,-77.0239759286159,0
61,1652373059.4649174,green,5,car,NA,6,284,38.903232901171634,-77.0261200756349,3
62,1652373060.1530752,green,1,car,NA,114,315,38.90346031153258,-77.02594281790876,3
62,1652373060.1530752,green,3,person,NA,568,358,38.90364832688711,-77.02588948518073,3
62,1652373060.1550686,green,5,car,NA,5,284,38.903231901972255,-77.02611983742035,3
63,1652373060.852378,green,1,car,NA,106,313,38.90345211137264,-77.02594866189719,3
63,1652373060.853378,green,3,person,NA,567,357,38.90364867957771,-77.02589088000626,3
63,1652373060.8563597,green,5,car,NA,4,284,38.90323090290667,-77.0261195992377,3
64,1652373061.5375671,green,1,car,NA,99,311,38.90344389910234,-77.02595502666694,3
64,1652373061.538563,green,3,person,NA,566,357,38.90364836713685,-77.02589081220883,3
64,1652373061.5405593,green,5,car,NA,5,284,38.903231901972255,-77.02611983742035,3
65,1652373062.2147596,green,1,car,NA,90,309,38.90343397554999,-77.02596158671084,3
65,1652373062.215754,green,3,person,NA,565,357,38.90364805470872,-77.02589074441417,3
65,1652373062.2187467,green,5,car,NA,5,284,38.903231901972255,-77.02611983742035,3
66,1652373062.9391456,green,1,car,NA,81,307,38.90342332711604,-77.02596862594382,3
66,1652373062.9401438,green,5,car,NA,5,284,38.903231901972255,-77.02611983742035,3
67,1652373063.6991143,green,1,car,NA,63,304,38.903403026184094,-77.02597957417495,3
67,1652373063.7001107,green,3,person,NA,564,357,38.90364774229332,-77.02589067662227,3
67,1652373063.7021055,green,5,car,NA,5,283,38.90322046256652,-77.02613238037814,3
68,1652373064.4341812,green,1,car,NA,51,301,38.90338417187662,-77.02599276043667,3
68,1652373064.4341812,green,3,person,NA,564,357,38.90364774229332,-77.02589067662227,3
68,1652373064.4361808,green,4,car,NA,482,247,38.90291415455821,-77.02344243626148,0
68,1652373064.4391706,green,5,car,NA,5,283,38.90322046256652,-77.02613238037814,3
69,1652373065.160242,green,1,car,NA,51,302,38.903388137060055,-77.02598760383472,3
69,1652373065.1612399,green,3,person,NA,564,357,38.90364774229332,-77.02589067662227,3
69,1652373065.1642308,green,4,car,NA,481,247,38.90291880686714,-77.02344271629258,0
69,1652373065.1672242,green,5,car,NA,5,283,38.90322046256652,-77.02613238037814,3
70,1652373065.8938346,green,1,car,NA,45,302,38.90338428007325,-77.02598672767766,3
70,1652373065.8938346,green,3,person,NA,564,356,38.90364840817068,-77.02589216509043,3
70,1652373065.8958273,green,5,car,NA,5,283,38.90322046256652,-77.02613238037814,3
71,1652373066.6538358,green,1,car,NA,37,301,38.903374991592074,-77.02599067134351,3
71,1652373066.654835,green,3,person,Not Jaywalking,564,354,38.90364977978825,-77.02589523113403,4
71,1652373066.656831,green,4,car,NA,481,248,38.902800796511805,-77.02303275669334,0
71,1652373066.6578262,green,5,car,NA,4,289,38.903278806606274,-77.02606725747381,3
72,1652373067.3988185,green,1,car,NA,31,300,38.903366654528774,-77.02599508362437,3
72,1652373067.399819,green,3,person,Not Jaywalking,564,354,38.90364977978825,-77.02589523113403,4
72,1652373067.4018085,green,4,car,NA,481,248,38.902800796511805,-77.02303275669334,0
72,1652373067.4028068,green,5,car,NA,4,286,38.90325178531132,-77.0260967821713,3
73,1652373068.1389704,green,1,car,NA,26,298,38.903353771763214,-77.02600560121519,3
73,1652373068.1399708,green,3,person,Not Jaywalking,564,353,38.903650486331934,-77.02589681050557,4
73,1652373068.1409662,green,5,car,NA,4,286,38.90325178531132,-77.0260967821713,3
73,1652373068.1449547,green,7,person,NA,3,278,38.90314729876159,-77.02620930528559,0
74,1652373068.8760037,green,1,car,NA,21,297,38.90334511560011,-77.02601080517798,0
74,1652373068.8767674,green,3,person,Not Jaywalking,563,352,38.90365087888292,-77.02589835062963,4
74,1652373068.878671,green,7,person,NA,4,276,38.90311168178933,-77.02624986566038,0
75,1652373069.6132188,green,1,car,NA,17,296,38.9033367928836,-77.02601641396902,3
75,1652373069.6142144,green,3,person,Not Jaywalking,563,351,38.903651611249494,-77.02589999453966,4
76,1652373070.3482537,green,1,car,NA,13,295,38.90332808074481,-77.02602228519707,3
76,1652373070.3492525,green,3,person,Not Jaywalking,563,350,38.903652358837654,-77.0259016726169,4
77,1652373071.0895889,green,1,car,NA,9,294,38.90331895119719,-77.02602843772246,3
77,1652373071.090585,green,3,person,Not Jaywalking,562,349,38.90365278336813,-77.02590331217445,4
78,1652373071.8046887,green,1,car,NA,2,293,38.90330703209378,-77.02603435020117,3
78,1652373071.805688,green,3,person,Not Jaywalking,563,347,38.903654697829744,-77.02590692284633,4
79,1652373072.4689946,green,3,person,Not Jaywalking,563,346,38.90365551130859,-77.02590874882542,4
80,1652373073.1417294,green,3,person,Not Jaywalking,563,346,38.90365551130859,-77.02590874882542,4
80,1652373073.142723,green,7,person,NA,4,284,38.90323090290667,-77.0261195992377,0
81,1652373073.8254294,green,3,person,Not Jaywalking,563,346,38.90365551130859,-77.02590874882542,4
81,1652373073.8264265,green,7,person,NA,4,284,38.90323090290667,-77.0261195992377,0
82,1652373074.5175772,green,3,person,Not Jaywalking,563,345,38.903656342621545,-77.0259106148359,4
82,1652373074.5185745,green,7,person,NA,4,284,38.90323090290667,-77.0261195992377,0
83,1652373075.2118323,green,3,person,Not Jaywalking,563,346,38.90365551130859,-77.02590874882542,4
83,1652373075.2128325,green,7,person,NA,4,284,38.90323090290667,-77.0261195992377,0
84,1652373075.9040153,green,3,person,Not Jaywalking,563,345,38.903656342621545,-77.0259106148359,4
84,1652373075.9050143,green,7,person,NA,4,284,38.90323090290667,-77.0261195992377,0
