Frame,Time,Traffic Signal Status,Tracker ID,Class,Jaywalking,Center(x),Center(y),GPS(lat),GPS(lon),Marker
85,1652373076.604655,green,3,person,Not Jaywalking,563,344,38.90365719236153,-77.02591252220864,4
85,1652373076.604655,green,5,car,NA,3,284,38.90322990397496,-77.02611936108697,3
85,1652373076.60665,green,7,person,NA,4,284,38.90323090290667,-77.0261195992377,0
86,1652373077.3138437,green,3,person,Not Jaywalking,563,343,38.903658061148114,-77.02591447233453,4
86,1652373077.31484,green,4,car,NA,478,249,38.90265114234012,-77.02244439268746,0
86,1652373077.3168375,green,5,car,NA,3,284,38.90322990397496,-77.02611936108697,3
86,1652373077.3198264,green,7,person,NA,4,284,38.90323090290667,-77.0261195992377,0
87,1652373078.0035253,green,3,person,Not Jaywalking,563,342,38.90365894962897,-77.0259164666672,4
87,1652373078.004525,green,4,car,NA,477,249,38.90265770911318,-77.02244433802333,0
87,1652373078.0065157,green,5,car,NA,3,284,38.90322990397496,-77.02611936108697,3
88,1652373078.7022038,green,3,person,Not Jaywalking,563,341,38.90365985848138,-77.02591850672698,4
88,1652373078.7032044,green,5,car,NA,3,284,38.90322990397496,-77.02611936108697,3
89,1652373079.4287777,green,3,person,Not Jaywalking,564,341,38.90366022848866,-77.02591858762361,4
89,1652373079.4297745,green,5,car,NA,3,284,38.90322990397496,-77.02611936108697,3
90,1652373080.154486,green,3,person,Not Jaywalking,564,340,38.9036611627353,-77.02592067599068,4
90,1652373080.155485,green,5,car,NA,3,285,38.90324069753211,-77.02610760858613,3
91,1652373080.9031465,green,3,person,Not Jaywalking,564,340,38.9036611627353,-77.02592067599068,4
91,1652373080.9041424,green,5,car,NA,4,285,38.903241666336285,-77.0261078386244,3
92,1652373081.638693,green,3,person,Not Jaywalking,564,339,38.903662118906034,-77.0259228133658,4
92,1652373081.6396914,green,5,car,NA,4,285,38.903241666336285,-77.0261078386244,3
93,1652373082.3903842,green,3,person,Not Jaywalking,564,340,38.9036611627353,-77.02592067599068,4
93,1652373082.3913836,green,5,car,NA,5,285,38.903242635266295,-77.02610806869254,3
93,1652373082.394374,green,22,car,NA,420,252,38.90194671169628,-77.01571985155566,0
94,1652373083.1200266,green,3,person,Not Jaywalking,564,338,38.90366309778188,-77.02592500149464,4
94,1652373083.121024,green,5,car,NA,4,285,38.903241666336285,-77.0261078386244,3
94,1652373083.1220222,green,22,car,NA,420,252,38.90194671169628,-77.01571985155566,0
95,1652373083.8590493,green,3,person,Not Jaywalking,564,337,38.90366410018122,-77.02592724220678,4
95,1652373083.8600502,green,4,car,NA,474,249,38.90267744557937,-77.02244417372957,0
95,1652373083.8620434,green,5,car,NA,5,285,38.903242635266295,-77.02610806869254,3
95,1652373083.863041,green,22,car,NA,419,252,38.901966220080695,-77.01571005678404,0
96,1652373084.6075153,green,3,person,Not Jaywalking,563,336,38.9036647343307,-77.02592945132479,4
96,1652373084.6085114,green,4,car,NA,474,250,38.90242580241654,-77.02152533742917,0
96,1652373084.610507,green,5,car,NA,5,284,38.903231901972255,-77.02611983742035,3
96,1652373084.614498,green,22,car,NA,419,252,38.901966220080695,-77.01571005678404,0
97,1652373085.3565137,green,3,person,NA,563,335,38.9036657815331,-77.02593180193251,0
97,1652373085.3575127,green,4,car,NA,474,250,38.90242580241654,-77.02152533742917,0
97,1652373085.359504,green,5,car,NA,6,284,38.903232901171634,-77.0261200756349,3
97,1652373085.3634963,green,22,car,NA,419,252,38.901966220080695,-77.01571005678404,0
98,1652373086.1088367,green,3,person,NA,563,334,38.90366685484129,-77.02593421113879,0
98,1652373086.1098342,green,4,car,NA,474,250,38.90242580241654,-77.02152533742917,0
98,1652373086.1118283,green,5,car,NA,6,284,38.903232901171634,-77.0261200756349,3
98,1652373086.115818,green,22,car,NA,419,252,38.901966220080695,-77.01571005678404,0
99,1652373086.8628235,green,3,person,NA,563,334,38.90366685484129,-77.02593421113879,0
99,1652373086.8638177,green,4,car,NA,473,250,38.902434084971205,-77.02152472790192,0
99,1652373086.8668087,green,5,car,NA,6,284,38.903232901171634,-77.0261200756349,3
99,1652373086.8698025,green,22,car,NA,420,252,38.90194671169628,-77.01571985155566,0
100,1652373087.5871823,green,3,person,NA,563,334,38.90366685484129,-77.02593421113879,0
100,1652373087.5881805,green,4,car,NA,473,249,38.90268403647837,-77.02244411886461,0
100,1652373087.5901718,green,5,car,NA,6,284,38.903232901171634,-77.0261200756349,3
100,1652373087.5911703,green,22,car,NA,420,252,38.90194671169628,-77.01571985155566,0
101,1652373088.3257205,green,3,person,NA,563,334,38.90366685484129,-77.02593421113879,0
101,1652373088.3267179,green,4,car,NA,472,249,38.90269063342914,-77.02244406394927,0
101,1652373088.3287132,green,5,car,NA,5,284,38.903231901972255,-77.02611983742035,3
102,1652373089.0706468,green,3,person,NA,563,333,38.90366795524388,-77.02593668116256,3
102,1652373089.0706468,green,4,car,NA,472,249,38.90269063342914,-77.02244406394927,0
102,1652373089.0726411,green,5,car,NA,5,284,38.903231901972255,-77.02611983742035,3
103,1652373089.7897937,green,3,person,NA,563,333,38.90366795524388,-77.02593668116256,3
103,1652373089.7907894,green,4,car,NA,471,249,38.9026972364404,-77.02244400898348,0
103,1652373089.792785,green,5,car,NA,5,284,38.903231901972255,-77.02611983742035,3
104,1652373090.4949071,green,3,person,NA,562,331,38.90366982336215,-77.02594172111073,3
104,1652373090.495904,green,5,car,NA,4,285,38.903241666336285,-77.0261078386244,3
104,1652373090.4988954,green,23,person,Jaywalking,408,404,38.90359307706549,-77.02583592449437,1
105,1652373091.207003,green,3,person,Jaywalking,562,329,38.90367222004284,-77.02594712334013,1
105,1652373091.2080019,green,5,car,NA,4,285,38.903241666336285,-77.0261078386244,3
105,1652373091.2099957,green,23,person,Jaywalking,400,404,38.90359136976715,-77.02583555881596,1
106,1652373091.9111192,green,3,person,Jaywalking,562,328,38.90367346681434,-77.02594993362086,1
106,1652373091.9121175,green,5,car,NA,5,285,38.903242635266295,-77.02610806869254,3
106,1652373091.914114,green,23,person,Jaywalking,392,404,38.90358966285035,-77.02583519321925,1
107,1652373092.622129,green,3,person,Jaywalking,562,328,38.90367346681434,-77.02594993362086,1
107,1652373092.6231272,green,5,car,NA,5,285,38.903242635266295,-77.02610806869254,3
107,1652373092.6251192,green,23,person,Jaywalking,383,401,38.90358790704829,-77.02583673853762,1
108,1652373093.335223,green,3,person,Jaywalking,562,327,38.90367474763688,-77.02595282065417,1
108,1652373093.335223,green,5,car,NA,5,285,38.903242635266295,-77.02610806869254,3
108,1652373093.3382158,green,23,person,Jaywalking,376,400,38.90358642960124,-77.02583707976724,1
109,1652373094.0639453,green,3,person,Jaywalking,561,327,38.90367430649802,-77.02595272331362,1
109,1652373094.0649424,green,4,car,NA,468,249,38.902717081921,-77.02244384378302,0
109,1652373094.066938,green,5,car,NA,5,285,38.903242635266295,-77.02610806869254,3
109,1652373094.0709252,green,23,person,Jaywalking,367,393,38.903584698158795,-77.02584157685197,1
110,1652373094.7934346,green,3,person,Jaywalking,562,328,38.90367346681434,-77.02594993362086,1
110,1652373094.7944303,green,4,car,NA,467,250,38.90248398521384,-77.02152105565868,0
110,1652373094.796429,green,5,car,NA,6,285,38.90324360432206,-77.02610829879053,3
110,1652373094.8014147,green,23,person,Jaywalking,361,390,38.903583398368866,-77.02584353665529,1
111,1652373095.5259883,green,3,person,Jaywalking,562,325,38.90367741717159,-77.02595883790919,1
111,1652373095.5269823,green,4,car,NA,466,250,38.90249233623537,-77.02152044109285,0
111,1652373095.5289805,green,5,car,NA,6,284,38.903232901171634,-77.0261200756349,3
111,1652373095.53696,green,23,person,Jaywalking,352,391,38.903581271967305,-77.02584232284957,1
112,1652373096.2522528,green,3,person,Jaywalking,562,325,38.90367741717159,-77.02595883790919,1
112,1652373096.2532523,green,4,car,NA,466,251,38.90206900377685,-77.01987821845243,0
112,1652373096.2552464,green,5,car,NA,5,284,38.903231901972255,-77.02611983742035,3
112,1652373096.2592359,green,23,person,Jaywalking,343,392,38.90357917681026,-77.02584112687906,1
113,1652373097.0092585,green,3,person,Jaywalking,562,324,38.90367880895627,-77.02596197505636,1
113,1652373097.0102587,green,4,car,NA,465,251,38.90208027550421,-77.01987601750923,0
113,1652373097.012252,green,5,car,NA,5,284,38.903231901972255,-77.02611983742035,3
113,1652373097.012252,green,23,person,Jaywalking,335,391,38.903577308129464,-77.0258414715354,1
114,1652373097.7491229,green,3,person,Jaywalking,561,323,38.90367977415535,-77.02596509949309,1
114,1652373097.750121,green,4,car,NA,465,251,38.90208027550421,-77.01987601750923,0
114,1652373097.7521148,green,5,car,NA,5,284,38.903231901972255,-77.02611983742035,3
114,1652373097.753124,green,23,person,Jaywalking,330,393,38.903576193217816,-77.02583975106964,1
115,1652373098.483322,green,3,person,Jaywalking,561,322,38.90368124123683,-77.02596842026885,1
115,1652373098.483322,green,4,car,NA,464,251,38.902091565722515,-77.01987381295547,0
115,1652373098.485311,green,5,car,NA,5,283,38.90322046256652,-77.02613238037814,3
115,1652373098.4893003,green,23,person,Jaywalking,321,392,38.90357408589955,-77.02584003375208,1
116,1652373099.2073781,green,3,person,Jaywalking,560,322,38.90368076758584,-77.02596831531757,1
116,1652373099.2083771,green,4,car,NA,464,252,38.90114027923902,-77.01612474515998,0
116,1652373099.2103715,green,5,car,NA,5,283,38.90322046256652,-77.02613238037814,3
116,1652373099.2143629,green,23,person,Jaywalking,313,393,38.90357228871808,-77.02583891287847,1
117,1652373099.9350545,green,3,person,Jaywalking,560,322,38.90368076758584,-77.02596831531757,1
117,1652373099.9360507,green,4,car,NA,463,252,38.901157546155154,-77.01611607578718,0
117,1652373099.9380457,green,5,car,NA,6,283,38.90322149384386,-77.02613262729682,3
117,1652373099.941042,green,23,person,Jaywalking,305,391,38.903570318140765,-77.02583997029426,1
118,1652373100.6696076,green,3,person,Jaywalking,560,322,38.90368076758584,-77.02596831531757,1
118,1652373100.6706078,green,4,car,NA,462,252,38.90117485962879,-77.01610738303822,0
118,1652373100.6726005,green,5,car,NA,6,283,38.90322149384386,-77.02613262729682,3
118,1652373100.6855657,green,23,person,Jaywalking,298,391,38.90356868806462,-77.0258396202025,1
119,1652373101.4124618,green,3,person,Jaywalking,560,322,38.90368076758584,-77.02596831531757,1
119,1652373101.4134598,green,4,car,NA,461,253,38.89691363081338,-76.99882295038422,0
119,1652373101.416454,green,5,car,NA,6,283,38.90322149384386,-77.02613262729682,3
119,1652373101.4204426,green,23,person,Jaywalking,289,392,38.90356668699785,-77.02583844505021,1
120,1652373102.1385212,green,3,person,Jaywalking,560,322,38.90368076758584,-77.02596831531757,1
120,1652373102.13952,green,4,car,NA,460,253,38.89694616279744,-76.99873312277587,0
120,1652373102.1415164,green,5,car,NA,6,283,38.90322149384386,-77.02613262729682,3
120,1652373102.1455052,green,23,person,Jaywalking,281,391,38.90356473075825,-77.02583877029109,1
121,1652373102.8492503,green,3,person,Jaywalking,560,322,38.90368076758584,-77.02596831531757,1
121,1652373102.850248,green,4,car,NA,459,253,38.89697894189284,-76.99864261282319,0
121,1652373102.8522432,green,5,car,NA,5,283,38.90322046256652,-77.02613238037814,3
121,1652373102.8562331,green,23,person,Jaywalking,273,391,38.90356286920688,-77.02583837048539,1
122,1652373103.559352,green,5,car,NA,6,283,38.90322149384386,-77.02613262729682,3
122,1652373103.5603495,green,23,person,Jaywalking,266,390,38.903561106036555,-77.02583874782158,1
123,1652373104.2833803,green,5,car,NA,5,284,38.903231901972255,-77.02611983742035,3
123,1652373104.2843778,green,23,person,Jaywalking,260,387,38.90355925268892,-77.02584068530153,1
124,1652373104.9525099,green,5,car,NA,5,284,38.903231901972255,-77.02611983742035,3
124,1652373104.9535103,green,23,person,Jaywalking,252,384,38.903556824850014,-77.02584260584034,1
125,1652373105.6237166,green,3,person,Jaywalking,558,319,38.90368442570883,-77.02597866314997,1
125,1652373105.6237166,green,4,car,NA,456,255,38.9060299888514,-77.03605543843894,0
125,1652373105.6257112,green,5,car,NA,5,284,38.903231901972255,-77.02611983742035,3
125,1652373105.6297019,green,23,person,Jaywalking,246,383,38.90355516818115,-77.02584308860902,1
126,1652373106.2933881,green,3,person,Jaywalking,558,318,38.90368605641041,-77.02598240152615,1
126,1652373106.2933881,green,4,car,NA,454,256,38.905002264442686,-77.0318328724712,0
126,1652373106.2953799,green,5,car,NA,4,284,38.90323090290667,-77.0261195992377,3
126,1652373106.299373,green,7,person,NA,4,284,38.90323090290667,-77.0261195992377,0
126,1652373106.3003688,green,23,person,Jaywalking,239,381,38.903553030833685,-77.02584434621542,1
127,1652373106.951634,green,4,car,NA,452,256,38.90497374063225,-77.03181702793596,0
127,1652373106.952629,green,5,car,NA,4,284,38.90323090290667,-77.0261195992377,3
127,1652373106.95462,green,7,person,NA,4,283,38.90321943143182,-77.02613213349363,0
127,1652373106.9616008,green,23,person,Jaywalking,232,380,38.903551053368176,-77.02584479945648,1
128,1652373107.6081066,green,4,car,NA,451,256,38.9049595152637,-77.0318091259643,0
128,1652373107.6081066,green,7,person,NA,4,283,38.90321943143182,-77.02613213349363,0
128,1652373107.6111016,green,23,person,Jaywalking,225,380,38.90354928624203,-77.02584441889049,1
129,1652373108.2683806,green,3,person,Jaywalking,557,317,38.90368722741698,-77.0259861443024,1
129,1652373108.269378,green,4,car,NA,450,257,38.90455120520435,-77.0300516037313,0
129,1652373108.270373,green,7,person,NA,4,283,38.90321943143182,-77.02613213349363,0
129,1652373108.2743676,green,23,person,Jaywalking,219,380,38.903547771888704,-77.02584409276126,1
130,1652373108.9296138,green,3,person,Jaywalking,557,317,38.90368722741698,-77.0259861443024,1
130,1652373108.9296138,green,4,car,NA,450,257,38.90455120520435,-77.0300516037313,0
130,1652373108.9316065,green,7,person,NA,4,283,38.90321943143182,-77.02613213349363,0
130,1652373108.935598,green,23,person,Jaywalking,214,379,38.90354624688207,-77.02584465703464,1
131,1652373109.611818,green,4,car,NA,449,257,38.904541356211986,-77.03004706134715,0
131,1652373109.611818,green,7,person,NA,4,283,38.90321943143182,-77.02613213349363,0
131,1652373109.6178017,green,23,person,Jaywalking,206,374,38.90354274700196,-77.02584858741355,1
132,1652373110.2750432,green,4,car,NA,448,258,38.904318546841566,-77.0290795178933,0
132,1652373110.2750432,green,7,person,NA,3,284,38.90322990397496,-77.02611936108697,0
132,1652373110.28103,green,23,person,Jaywalking,200,373,38.903540837759174,-77.0258491592478,1
133,1652373110.950254,green,4,car,NA,446,258,38.904303498631066,-77.02907339080805,0
133,1652373110.95125,green,7,person,NA,3,284,38.90322990397496,-77.02611936108697,0
133,1652373110.954245,green,23,person,Jaywalking,194,372,38.90353889683422,-77.0258497405711,1
134,1652373111.6533751,green,4,car,NA,445,258,38.904295985133295,-77.02907033158378,0
134,1652373111.654371,green,7,person,NA,3,285,38.90324069753211,-77.02610760858613,0
134,1652373111.656368,green,23,person,Jaywalking,189,372,38.90353755163259,-77.02584945020224,1
135,1652373112.3545432,green,4,car,NA,445,258,38.904295985133295,-77.02907033158378,0
135,1652373112.3555412,green,7,person,NA,3,285,38.90324069753211,-77.02610760858613,0
135,1652373112.3575356,green,23,person,Jaywalking,181,371,38.903535024708376,-77.02584992164533,1
136,1652373113.0506816,green,4,car,NA,444,259,38.90415908157223,-77.02845958891557,0
136,1652373113.051678,green,7,person,NA,3,285,38.90324069753211,-77.02610760858613,0
136,1652373113.0536754,green,23,person,Jaywalking,175,370,38.90353300224133,-77.02585051913522,1
137,1652373113.73737,green,4,car,NA,443,259,38.90415300038555,-77.0284573259032,0
137,1652373113.73737,green,7,person,NA,4,285,38.903241666336285,-77.0261078386244,0
137,1652373113.739364,green,23,person,Jaywalking,169,369,38.90353094536086,-77.02585112679165,1
137,1652373113.743356,green,24,car,NA,486,251,38.90184738349407,-77.01992149253331,0
138,1652373114.451462,green,4,car,NA,441,260,38.90405430458299,-77.0280341962448,0
138,1652373114.451462,green,7,person,NA,4,285,38.903241666336285,-77.0261078386244,0
138,1652373114.4534564,green,23,person,Jaywalking,163,362,38.90352605753867,-77.02585797364864,1
138,1652373114.4574492,green,24,car,NA,486,251,38.90184738349407,-77.01992149253331,0
139,1652373115.1766896,green,4,car,NA,440,260,38.904049200851816,-77.02803242227925,0
139,1652373115.1776865,green,7,person,NA,4,285,38.903241666336285,-77.0261078386244,0
139,1652373115.1846697,green,22,car,NA,438,259,38.90412266434211,-77.0284460368506,0
139,1652373115.185667,green,23,person,Jaywalking,156,365,38.90352549454318,-77.02585434357825,1
139,1652373115.1866643,green,24,car,NA,486,251,38.90184738349407,-77.01992149253331,0
140,1652373115.9057403,green,7,person,NA,4,285,38.903241666336285,-77.0261078386244,0
140,1652373115.9067376,green,22,car,NA,438,260,38.90403900331232,-77.02802887779615,0
140,1652373115.9087324,green,23,person,Jaywalking,151,361,38.903522009893756,-77.02585830955273,1
140,1652373115.911725,green,24,car,NA,486,251,38.90184738349407,-77.01992149253331,0
141,1652373116.670464,green,7,person,NA,4,285,38.903241666336285,-77.0261078386244,0
141,1652373116.671462,green,22,car,NA,437,261,38.90397328381018,-77.0277216557004,0
141,1652373116.6734576,green,23,person,Jaywalking,145,361,38.90352023475371,-77.02585792495356,1
141,1652373116.6774518,green,24,car,NA,487,251,38.90183648981578,-77.01992361965779,0
142,1652373117.4372132,green,4,car,NA,436,262,38.90392307012591,-77.02748691939313,0
142,1652373117.4372132,green,7,person,NA,4,285,38.903241666336285,-77.0261078386244,0
142,1652373117.439204,green,22,car,NA,438,261,38.90397768055251,-77.02772310407458,0
142,1652373117.443199,green,23,person,Jaywalking,139,361,38.90351846002805,-77.02585754044414,1
142,1652373117.4441934,green,24,car,NA,487,251,38.90183648981578,-77.01992361965779,0
143,1652373118.1887162,green,4,car,NA,434,263,38.903880006466316,-77.02730067333209,0
143,1652373118.1897163,green,7,person,NA,4,285,38.903241666336285,-77.0261078386244,0
143,1652373118.1917052,green,23,person,Jaywalking,132,360,38.90351579935097,-77.02585819875047,1
143,1652373118.195698,green,24,car,NA,487,251,38.90183648981578,-77.01992361965779,0
143,1652373118.195698,green,25,car,NA,437,251,38.90240356122208,-77.01981289200396,0
144,1652373118.929523,green,4,car,NA,433,263,38.903876560783765,-77.02729962465176,0
144,1652373118.9305205,green,7,person,NA,4,285,38.903241666336285,-77.0261078386244,0
144,1652373118.9335115,green,23,person,NA,127,354,38.90351042985164,-77.02586495582435,0
144,1652373118.9365065,green,24,car,NA,487,251,38.90183648981578,-77.01992361965779,0
144,1652373118.9365065,green,25,car,NA,436,251,38.90241538823726,-77.01981058263318,0
145,1652373119.6723838,green,4,car,NA,431,265,38.90381926135019,-77.02702651648198,0
145,1652373119.6733813,green,7,person,NA,4,285,38.903241666336285,-77.0261078386244,0
145,1652373119.6753767,green,23,person,NA,120,353,38.90350750490011,-77.02586573291882,0
145,1652373119.6783693,green,24,car,NA,487,251,38.90183648981578,-77.01992361965779,0
146,1652373120.3560686,green,4,car,NA,429,266,38.903794894915805,-77.0269220524547,0
146,1652373120.3570688,green,7,person,NA,5,285,38.903242635266295,-77.02610806869254,0
146,1652373120.358064,green,23,person,NA,115,356,38.90350805482569,-77.02586169711743,0
146,1652373120.3620536,green,24,car,NA,487,251,38.90183648981578,-77.01992361965779,0
147,1652373121.0192988,green,4,car,NA,427,267,38.903774149884235,-77.02683311414157,0
147,1652373121.0202959,green,7,person,NA,5,285,38.903242635266295,-77.02610806869254,0
147,1652373121.0222907,green,23,person,NA,109,354,38.903504744326504,-77.02586372058136,0
147,1652373121.02628,green,24,car,NA,487,251,38.90183648981578,-77.01992361965779,0
148,1652373121.703469,green,4,car,NA,427,267,38.903774149884235,-77.02683311414157,0
148,1652373121.7044659,green,7,person,NA,5,284,38.903231901972255,-77.02611983742035,0
148,1652373121.7064614,green,23,person,NA,105,354,38.903503481454244,-77.02586344620839,0
148,1652373121.714439,green,24,car,NA,487,251,38.90183648981578,-77.01992361965779,0
149,1652373122.3806586,green,4,car,NA,425,268,38.90375627476589,-77.02675647975072,0
149,1652373122.3816555,green,7,person,NA,4,284,38.90323090290667,-77.0261195992377,0
149,1652373122.3836522,green,23,person,NA,98,355,38.90350203902286,-77.0258617485333,0
149,1652373122.3866417,green,24,car,NA,487,251,38.90183648981578,-77.01992361965779,0
150,1652373123.0863864,green,4,car,NA,424,268,38.90375403804373,-77.02675587238984,0
150,1652373123.087385,green,7,person,NA,4,284,38.90323090290667,-77.0261195992377,0
150,1652373123.0893793,green,23,person,NA,92,354,38.9034993785693,-77.02586255481143,0
150,1652373123.0933726,green,24,car,NA,486,251,38.90184738349407,-77.01992149253331,0
150,1652373123.0933726,green,27,car,NA,424,268,38.90375403804373,-77.02675587238984,0
151,1652373123.818429,green,4,car,NA,422,269,38.90373862261869,-77.02668920220493,0
151,1652373123.818429,green,7,person,NA,4,284,38.90323090290667,-77.0261195992377,0
151,1652373123.8204587,green,23,person,NA,86,352,38.90349582919393,-77.02586463524977,0
151,1652373123.8244178,green,24,car,NA,487,252,38.90075557138209,-77.0163178992803,0
151,1652373123.8254156,green,27,car,NA,422,269,38.90373862261869,-77.02668920220493,0
152,1652373124.5630202,green,4,car,NA,420,270,38.903725080384845,-77.02663063338571,0
152,1652373124.5630202,green,7,person,NA,4,284,38.90323090290667,-77.0261195992377,0
152,1652373124.5660124,green,23,person,NA,81,349,38.90349155685118,-77.02586820584703,0
152,1652373124.570001,green,24,car,NA,487,252,38.90075557138209,-77.0163178992803,0
152,1652373124.570001,green,27,car,NA,420,270,38.903725080384845,-77.02663063338571,0
152,1652373124.5709977,green,28,car,NA,417,270,38.9037191997517,-77.02662908134806,0
153,1652373125.293993,green,4,car,NA,416,270,38.903717240537986,-77.0266285642654,0
153,1652373125.294989,green,7,person,NA,4,283,38.90321943143182,-77.02613213349363,0
153,1652373125.2969892,green,23,person,NA,75,348,38.90348862115975,-77.0258691295447,0
153,1652373125.29998,green,24,car,NA,487,252,38.90075557138209,-77.0163178992803,0
153,1652373125.300978,green,27,car,NA,416,271,38.903709395949924,-77.02657781073927,0
153,1652373125.3039675,green,28,car,NA,415,271,38.90370754985458,-77.02657732934954,0
154,1652373126.0290406,green,4,car,NA,415,272,38.90370065202756,-77.02653208294612,0
154,1652373126.0290406,green,7,person,NA,4,283,38.90321943143182,-77.02613213349363,0
154,1652373126.0310364,green,23,person,NA,70,346,38.9034849576785,-77.02587155772005,0
154,1652373126.0350277,green,24,car,NA,487,252,38.90075557138209,-77.0163178992803,0
154,1652373126.0350277,green,27,car,NA,415,272,38.90370065202756,-77.02653208294612,0
154,1652373126.0360265,green,28,car,NA,413,271,38.90370385899185,-77.02657636691637,0
155,1652373126.7850893,green,4,car,NA,413,274,38.90368572339935,-77.02645401120746,0
155,1652373126.7860866,green,7,person,NA,4,283,38.90321943143182,-77.02613213349363,0
155,1652373126.7880833,green,23,person,NA,65,345,38.90348220237112,-77.02587262250395,0
155,1652373126.7910738,green,24,car,NA,486,252,38.900771817245904,-77.01630974255687,0
155,1652373126.7920694,green,27,car,NA,413,273,38.90369114993958,-77.02649062253815,0
156,1652373127.5510545,green,4,car,NA,411,274,38.90368257664721,-77.02645321473916,0
156,1652373127.5510545,green,7,person,NA,4,284,38.90323090290667,-77.0261195992377,0
156,1652373127.553049,green,23,person,NA,59,344,38.90347903794752,-77.02587363410646,0
156,1652373127.557039,green,24,car,NA,486,252,38.900771817245904,-77.01630974255687,0
156,1652373127.5580337,green,27,car,NA,411,275,38.90367780089613,-77.02642004577037,0
157,1652373128.3030438,green,4,car,NA,410,271,38.9036983260155,-77.02657492413176,0
157,1652373128.3050406,green,7,person,NA,4,284,38.90323090290667,-77.0261195992377,0
157,1652373128.3060365,green,23,person,NA,54,345,38.90347840051638,-77.02587179304996,0
157,1652373128.3100276,green,24,car,NA,486,252,38.900771817245904,-77.01630974255687,0
157,1652373128.311025,green,27,car,NA,410,274,38.90368100375432,-77.02645281662728,0
157,1652373128.3120205,green,28,car,NA,403,275,38.90366581359662,-77.0264170366273,0
158,1652373129.0665584,green,4,car,NA,408,270,38.90370158475204,-77.02662443233484,0
158,1652373129.0665584,green,7,person,NA,4,284,38.90323090290667,-77.0261195992377,0
158,1652373129.0685525,green,23,person,NA,49,346,38.90347777689172,-77.02586999187005,0
158,1652373129.0715437,green,24,car,NA,486,252,38.900771817245904,-77.01630974255687,0
158,1652373129.0725439,green,27,car,NA,406,274,38.903674715401344,-77.0264512249945,0
158,1652373129.0745378,green,28,car,NA,402,277,38.903657132979816,-77.0263591083581,0
159,1652373129.8149238,green,4,car,NA,406,271,38.90369095490026,-77.02657300203217,0
159,1652373129.8149238,green,7,person,NA,4,285,38.903241666336285,-77.0261078386244,0
159,1652373129.8169186,green,23,person,NA,44,338,38.903466353633846,-77.02588191211568,0
159,1652373129.8209107,green,24,car,NA,486,252,38.900771817245904,-77.01630974255687,0
159,1652373129.8219035,green,27,car,NA,402,278,38.90365397984409,-77.02633384626918,0
159,1652373129.8239045,green,28,car,NA,401,280,38.903647171861024,-77.02628873265591,0
160,1652373130.5963511,green,5,car,NA,3,284,38.90322990397496,-77.02611936108697,3
160,1652373130.5973501,green,7,person,NA,3,285,38.90324069753211,-77.02610760858613,0
160,1652373130.5993397,green,23,person,NA,39,335,38.90346028907963,-77.02588671339836,0
160,1652373130.6003375,green,24,car,NA,486,252,38.900771817245904,-77.01630974255687,0
160,1652373130.6043296,green,27,car,NA,399,280,38.90364474473172,-77.02628814295043,0
160,1652373130.6053295,green,28,car,NA,398,282,38.90363906182726,-77.02624939916325,0
161,1652373131.3384297,green,4,car,NA,400,271,38.90367991146309,-77.0265701223341,0
161,1652373131.3394299,green,5,car,NA,4,285,38.903241666336285,-77.0261078386244,3
161,1652373131.3414254,green,7,person,NA,3,285,38.90324069753211,-77.02610760858613,0
161,1652373131.3454134,green,23,person,Not Jaywalking,34,334,38.90345686328034,-77.02588810568956,3
161,1652373131.3454134,green,24,car,NA,486,253,38.89617317427674,-77.00086750581524,0
161,1652373131.3464117,green,27,car,NA,399,276,38.90365627597706,-77.02638554071943,0
161,1652373131.347408,green,28,car,NA,392,285,38.903627299159915,-77.0261994054326,0
162,1652373132.086441,green,4,car,NA,399,272,38.90367277426643,-77.02652489224018,0
162,1652373132.0874422,green,5,car,NA,4,285,38.903241666336285,-77.0261078386244,3
162,1652373132.0894234,green,24,car,NA,485,253,38.896200335380534,-77.00079250833055,0
162,1652373132.097404,green,27,car,NA,396,278,38.90364610433463,-77.02633191048804,0
162,1652373132.0984013,green,28,car,NA,388,286,38.903621885887496,-77.0261843274129,0
163,1652373132.8485124,green,5,car,NA,4,285,38.903241666336285,-77.0261078386244,3
163,1652373132.8485124,green,24,car,NA,485,254,38.91504826222549,-77.06450833153002,0
163,1652373132.8505068,green,27,car,NA,390,283,38.9036283414166,-77.02623003878585,0
163,1652373132.8554938,green,28,car,NA,388,285,38.90362322193502,-77.0261984373136,0
164,1652373133.5835483,green,5,car,NA,4,285,38.903241666336285,-77.0261078386244,3
164,1652373133.5835483,green,24,car,NA,485,254,38.91504826222549,-77.06450833153002,0
164,1652373133.585542,green,27,car,NA,387,284,38.903623592951625,-77.02621321867421,0
164,1652373133.5895324,green,28,car,NA,385,286,38.903618923404245,-77.0261836266539,0
164,1652373133.5905282,green,30,car,NA,298,480,38.90357299891793,-77.02579994318366,0
165,1652373134.3266177,green,5,car,NA,4,285,38.903241666336285,-77.0261078386244,3
165,1652373134.3276126,green,24,car,NA,485,254,38.91504826222549,-77.06450833153002,0
165,1652373134.3296077,green,28,car,NA,382,288,38.90361386491345,-77.02615724385956,0
165,1652373134.3326056,green,30,car,NA,328,480,38.90357724526704,-77.02580084387242,0
165,1652373134.333598,green,31,car,NA,375,288,38.90360735936293,-77.02615571571816,0
